site_name	site_database	site_num	long_name	lat	lon	coord_datum	alt	alt_datum	site_type	nhdplus_id	nhdplus_id_confidence	sciencebase_id
nwis_05406497	nwis	05406497	BLACK EARTH CREEK @ S. VALLEY RD NR BLACK EARTH,WI	43.125	-89.7097222	NAD83	820	NGVD29	ST	13633047	MOST_SURE	556f208ee4b0d9246a9fcabc
nwis_05406500	nwis	05406500	BLACK EARTH CREEK AT BLACK EARTH, WI	43.13416667	-89.7322222	NAD83	812.76	NAVD88	ST	13633025	MOST_SURE	556f2990e4b0d9246a9fcfe2
nwis_05418400	nwis	05418400	North Fork Maquoketa River near Fulton, IA	42.1643333	-90.7293333	NAD83	679	NGVD29	ST	13374239	MOST_SURE	556f28a0e4b0d9246a9fcce8
nwis_05420500	nwis	05420500	Mississippi River at Clinton, IA	41.78058635	-90.252073	NAD83	562.68	NGVD29	ST	NA	NA	556f1e52e4b0d9246a9fc346
nwis_05435943	nwis	05435943	BADGER MILL CREEK AT VERONA, WI	42.97694444	-89.5394444	NAD83	930	NAVD88	ST	13425023	MAYBE2	556f2991e4b0d9246a9fcfe6
nwis_05435950	nwis	05435950	SUGAR RIVER NEAR VERONA, WI	42.94916667	-89.5441667	NAD83	910	NAVD88	ST	13425057	MAYBE2	556f2091e4b0d9246a9fcac8
nwis_05446500	nwis	05446500	ROCK RIVER NEAR JOSLIN, IL	41.5561111	-90.1852778	NAD83	564.06	NGVD29	ST	NA	NA	5716a7dfe4b0ef3b7ca996ad
nwis_05447500	nwis	05447500	GREEN RIVER NEAR GENESEO, IL	41.48892309	-90.1576186	NAD83	577.66	NGVD29	ST	NA	NA	5716a7eae4b0ef3b7ca996b5
nwis_05451080	nwis	05451080	South Fork Iowa River near Blairsburg, IA	42.5436111	-93.5894444	NAD83	1164.91	NGVD29	ST	6570914	MOST_SURE	556f1e53e4b0d9246a9fc34a
nwis_05451210	nwis	05451210	South Fork Iowa River NE of New Providence, IA	42.3150833	-93.1520556	NAD83	943.97	NGVD29	ST	6572160	MOST_SURE	556f28a1e4b0d9246a9fccec
nwis_05515500	nwis	05515500	KANKAKEE RIVER AT DAVIS, IN	41.38963889	-86.7061667	NAD83	664.34	NAVD88	ST	13433513	MOST_SURE	556f1e4ee4b0d9246a9fc33a
nwis_05517500	nwis	05517500	KANKAKEE RIVER AT DUNNS BRIDGE, IN	41.2200392	-86.968356	NAD83	649.18	NAVD88	ST	NA	NA	5890efeae4b072a7ac10fe94
nwis_05518000	nwis	05518000	KANKAKEE RIVER AT SHELBY, IN	41.1828134	-87.3403096	NAD83	627.94	NAVD88	ST	NA	NA	5716a7f4e4b0ef3b7ca996bd
nwis_05524500	nwis	05524500	IROQUOIS RIVER NEAR FORESMAN, IN	40.87059306	-87.3066912	NAD83	624	NGVD29	ST	NA	NA	556f289fe4b0d9246a9fcce4
nwis_05538010	nwis	05538010	DES PLAINES RIVER AT ROCKDALE, IL	41.505	-88.0997222	NAD83	NA	NA	ST	NA	NA	5716b264e4b0ef3b7ca99a5b
nwis_05538020	nwis	05538020	DES PLAINES RIVER IN LOCK CHANNEL AT ROCKDALE, IL	41.5	-88.1069444	NAD83	0	NGVD29	ST	NA	NA	5716b26fe4b0ef3b7ca99a63
nwis_05543010	nwis	05543010	ILLINOIS RIVER AT SENECA, IL	41.2997222	-88.6141667	NAD83	462.44	NAVD88	ST	14780226	MOST_SURE	556f1e3ee4b0d9246a9fc30e
nwis_05550001	nwis	05550001	FOX RIVER (TAILWATER) AT ALGONQUIN, IL	42.16194444	-88.29388889	NAD83	719.48	NGVD29	ST	NA	NA	5890efece4b072a7ac10ffa1
nwis_05576100	nwis	05576100	LICK CREEK NEAR WOODSIDE, IL	39.71553889	-89.7024444	NAD83	NA	NA	ST	NA	NA	5716b27ae4b0ef3b7ca99a6b
nwis_05576195	nwis	05576195	SUGAR CREEK NEAR CHATHAM, IL	39.659075	-89.6589361	NAD83	NA	NA	ST	NA	NA	5716b290e4b0ef3b7ca99a76
nwis_05579630	nwis	05579630	KICKAPOO CREEK NEAR BLOOMINGTON, IL	40.4583333	-88.8775	NAD83	785.66	NGVD29	ST	13551309	MAYBE2	556f1e3fe4b0d9246a9fc312
nwis_05586300	nwis	05586300	ILLINOIS RIVER AT FLORENCE, IL	39.63277778	-90.6077778	NAD83	404.35	NAVD88	ST	3607116	MOST_SURE	556f2899e4b0d9246a9fccd0
nwis_05595000	nwis	05595000	KASKASKIA RIVER AT NEW ATHENS, IL	38.3197222	-89.8886111	NAD83	300	NGVD29	ST	NA	NA	5716a7ffe4b0ef3b7ca996c5
nwis_05599490	nwis	05599490	BIG MUDDY RIVER AT RTE 127 AT MURPHYSBORO, IL	37.7583333	-89.3277778	NAD83	335.5	NGVD29	ST	NA	NA	5716a809e4b0ef3b7ca996cd
nwis_06336000	nwis	06336000	LITTLE MISSOURI RIVER AT MEDORA, ND	46.91945839	-103.5282426	NAD83	2246.75	NGVD29	ST	14567692	MOST_SURE	556f1f3ee4b0d9246a9fc635
nwis_06340590	nwis	06340590	KNIFE RIVER NR STANTON, ND	47.3580547	-101.3976595	NAD83	1640	NAVD88	ST	16248681	MOST_SURE	556f1f3fe4b0d9246a9fc639
nwis_06427850	nwis	06427850	BELLE FOURCHE RIVER AT DEVILS TOWER, WY	44.5894282	-104.7038545	NAD83	NA	NA	ST	10900997	MOST_SURE	556f2096e4b0d9246a9fcad8
nwis_06436760	nwis	06436760	HORSE CR ABOVE VALE,SD	44.65265259	-103.366697	NAD83	2710	NGVD29	ST	5453388	MOST_SURE	556f2002e4b0d9246a9fc8dd
nwis_06454100	nwis	06454100	Niobrara River at Agate, Nebr.	42.4236111	-103.7922222	NAD83	4405	NGVD29	ST	16068589	MAYBE2	556f28e2e4b0d9246a9fcdc0
nwis_06461500	nwis	06461500	Niobrara River near Sparks, Nebr.	42.9022222	-100.3622222	NAD83	2287.57	NGVD29	ST	16031404	MOST_SURE	556f1f02e4b0d9246a9fc565
nwis_06465500	nwis	06465500	Niobrara River near Verdel, Nebr.	42.7397222	-98.2227778	NAD83	1312.12	NGVD29	ST	11645823	MOST_SURE	556f1f03e4b0d9246a9fc569
nwis_06478522	nwis	06478522	Bow Creek near Wynot, Nebr.	42.76527778	-97.1725667	NAD83	1165	NAVD88	ST	NA	NA	556f1f04e4b0d9246a9fc56d
nwis_06601200	nwis	06601200	Missouri River at Decatur, NE	42.0072101	-96.241688	NAD83	1010.56	NAVD88	ST	NA	NA	556f1f05e4b0d9246a9fc571
nwis_06610505	nwis	06610505	Missouri River near Council Bluffs, IA	41.18916667	-95.8625	NAD83	944.09	NAVD88	ST	17219474	MOST_SURE	556f28a2e4b0d9246a9fccf0
nwis_06670500	nwis	06670500	LARAMIE RIVER NEAR FORT LARAMIE, WY	42.20052277	-104.5382908	NAD83	4220	NGVD29	ST	NA	NA	556f2097e4b0d9246a9fcadc
nwis_06711565	nwis	06711565	SOUTH PLATTE RIVER AT ENGLEWOOD, CO.	39.66498738	-105.004149	NAD83	5250	NGVD29	ST	194423	MOST_SURE	556f1dc6e4b0d9246a9fc192
nwis_06795500	nwis	06795500	Shell Creek near Columbus, Nebr.	41.5261111	-97.2816667	NAD83	1435	NGVD29	ST	17421926	MOST_SURE	556f1f07e4b0d9246a9fc575
nwis_06796500	nwis	06796500	Platte River near Leshara, Nebr.	41.32	-96.4038889	NAD83	1144.47	NAVD88	ST	NA	NA	5890efefe4b072a7ac1100ed
nwis_06799089	nwis	06799089	Willow Creek Reservoir near Pierce, Nebr.	42.18250367	-97.555336	NAD83	NA	NA	LK	17274566	MAYBE2	556f28e4e4b0d9246a9fcdc4
nwis_06800500	nwis	06800500	Elkhorn River at Waterloo, Nebr.	41.2933333	-96.2838889	NAD83	1105.19	NAVD88	ST	24750511	MOST_SURE	556f28e5e4b0d9246a9fcdc8
nwis_06805000	nwis	06805000	Salt Creek Near Ashland, Nebr.	41.05166667	-96.3386111	NAD83	1042.04	NGVD29	ST	17399171	MOST_SURE	556f28e6e4b0d9246a9fcdcc
nwis_06805500	nwis	06805500	Platte River at Louisville, Nebr.	41.01527778	-96.1577778	NAD83	1007.1	NGVD29	ST	17416032	MAYBE1	556f28e7e4b0d9246a9fcdd0
nwis_06807000	nwis	06807000	Missouri River at Nebraska City, NE	40.681946	-95.846946	NAD83	905.61	NAVD88	ST	NA	NA	556f1f0de4b0d9246a9fc589
nwis_06818000	nwis	06818000	Missouri River at St. Joseph, MO	39.75325	-94.8568333	NAD83	789.27	NAVD88	ST	2252949	MOST_SURE	556f1ef2e4b0d9246a9fc52e
nwis_06881430	nwis	06881430	Cub Creek near Beatrice, Nebr.	40.29166746	-96.8341939	NAD83	NA	NA	ST	NA	NA	57866d30e4b0e02680c10891
nwis_06887500	nwis	06887500	KANSAS R AT WAMEGO, KS	39.19833014	-96.3055532	NAD83	950.82	NGVD29	ST	3644490	MOST_SURE	5716a815e4b0ef3b7ca996d5
nwis_06892350	nwis	06892350	KANSAS R AT DESOTO, KS	38.9833375	-94.9646893	NAD83	753.87	NGVD29	ST	3730399	MOST_SURE	5716a821e4b0ef3b7ca996dd
nwis_06892513	nwis	06892513	MILL C AT JOHNSON DRIVE, SHAWNEE, KS	39.02916667	-94.8172222	NAD83	700	NAVD88	ST	3727673	MOST_SURE	556f1e58e4b0d9246a9fc356
nwis_06892518	nwis	06892518	KANSAS R NR LAKE QUIVIRA, KS	39.0461111	-94.7894444	NAD83	727.22	NAVD88	ST	NA	NA	5890eff3e4b072a7ac1101bc
nwis_06893300	nwis	06893300	INDIAN C AT OVERLAND PARK, KS	38.9405621	-94.6713469	NAD83	856.88	NGVD29	ST	4392793	MOST_SURE	556f28a3e4b0d9246a9fccf4
nwis_06893350	nwis	06893350	TOMAHAWK C NR OVERLAND PARK, KS	38.9061111	-94.64	NAD83	850.44	NAVD88	ST	4392931	MOST_SURE	556f1e5ae4b0d9246a9fc35e
nwis_06893390	nwis	06893390	INDIAN C AT STATE LINE RD, LEAWOOD, KS	38.9383333	-94.6077778	NAD83	803.43	NAVD88	ST	4392783	MOST_SURE	5716a82ee4b0ef3b7ca996e5
nwis_06893620	nwis	06893620	Rock Creek at Kentucky Road in Independence, MO	39.11194444	-94.4722222	NAD83	740	NAVD88	ST	4390605	MOST_SURE	556f1ef4e4b0d9246a9fc532
nwis_06893820	nwis	06893820	Little Blue R. at Lees Summit Rd in Independence	39.0173611	-94.3872778	NAD83	792.96	NAVD88	ST	4390909	MOST_SURE	556f1ef5e4b0d9246a9fc536
nwis_06893890	nwis	06893890	East Fork Little Blue River near Blue Springs, MO	39.02556175	-94.3438385	NAD83	753.09	NGVD29	ST	4390979	MOST_SURE	556f28dce4b0d9246a9fcda8
nwis_06893970	nwis	06893970	Spring Branch Ck at Holke Rd in Independence, MO	39.08833866	-94.3435605	NAD83	759	NAVD88	ST	4390589	MOST_SURE	556f28dde4b0d9246a9fcdac
nwis_06894000	nwis	06894000	Little Blue River near Lake City, MO	39.1005609	-94.3005038	NAD83	719.86	NAVD88	ST	4391187	MOST_SURE	556f1ef8e4b0d9246a9fc542
nwis_06934500	nwis	06934500	Missouri River at Hermann, MO	38.70980556	-91.4385	NAD83	481.5	NAVD88	ST	6013072	MOST_SURE	556f28dee4b0d9246a9fcdb0
nwis_07020850	nwis	07020850	Mississippi River at Cape Girardeau, MO	37.30188889	-89.518	NAD83	304.27	NAVD88	ST	5092598	MAYBE2	556f1efbe4b0d9246a9fc54b
nwis_07048495	nwis	07048495	Town Branch at Armstrong St. at Fayetteville, AR	36.0432583	-94.1360222	NAD83	1187	NAVD88	ST	NA	NA	5716b2d4e4b0ef3b7ca99a92
nwis_07048600	nwis	07048600	White River near Fayetteville, AR	36.07305556	-94.0811111	NAD83	1138.25	NGVD29	ST	8590894	MOST_SURE	556f1d8ee4b0d9246a9fc0cb
nwis_07049050	nwis	07049050	War Eagle Creek at War Eagle, AR	36.26757447	-93.9432535	NAD83	1127	NAVD88	ST	NA	NA	5772d226e4b07657d1a88850
nwis_07049691	nwis	07049691	White River at Beaver Dam near Eureka Springs	36.4208333	-93.8472222	NAD83	NA	NA	ST	NA	NA	556f2858e4b0d9246a9fcc08
nwis_07053450	nwis	07053450	White River bl Table Rock Dam near Branson, MO	36.5950631	-93.3090721	NAD83	741	NAVD88	ST	7626356	MOST_SURE	556f28dfe4b0d9246a9fcdb4
nwis_07053600	nwis	07053600	Lake Taneycomo at School of the Ozarks, MO	36.6173333	-93.24275	NAD83	696.52	NAVD88	LK	7626152	MAYBE2	556f1efde4b0d9246a9fc554
nwis_07054501	nwis	07054501	White River at Bull Shoals Dam near Flippin	36.365	-92.575	NAD83	NA	NA	ST	NA	NA	556f1d91e4b0d9246a9fc0d3
nwis_07054502	nwis	07054502	White River below Bull Shoals Dam at Bull Shoals	36.3622222	-92.5863889	NAD83	475	NGVD29	ST	NA	NA	556f1d92e4b0d9246a9fc0d7
nwis_07054527	nwis	07054527	White River below Bull Shoals Dam near Fairview	36.3436111	-92.5741667	NAD83	495	NAVD88	ST	NA	NA	556f1d93e4b0d9246a9fc0db
nwis_07055814	nwis	07055814	Big Creek at Carver, AR	35.97896536	-93.0435069	NAD83	NA	NA	ST	11819177	MAYBE2	556f1d94e4b0d9246a9fc0df
nwis_07056515	nwis	07056515	Bear Creek near Silver Hill, AR	35.94	-92.7133333	NAD83	NA	NA	ST	11817935	MOST_SURE	556f1d95e4b0d9246a9fc0e3
nwis_07059998	nwis	07059998	North Fork River at Base of Norfork Dam nr Norfork	36.2483333	-92.24	NAD83	NA	NA	ST	NA	NA	556f1d96e4b0d9246a9fc0e7
nwis_07060000	nwis	07060000	North Fork Riv US of Dry Ck bl Norfork Dam, AR	36.24923449	-92.2384887	NAD83	NA	NA	ST	7653861	MOST_SURE	556f285ae4b0d9246a9fcc0c
nwis_07060001	nwis	07060001	North Fork River DS of Dry Cr BL Norfork Dam, AR	36.2458333	-92.2438889	NAD83	NA	NA	ST	NA	NA	556f1d99e4b0d9246a9fc0ef
nwis_07061270	nwis	07061270	East Fork Black River near Lesterville, MO	37.55255556	-90.8424444	NAD83	825.26	NAVD88	ST	7665728	MOST_SURE	556f28e0e4b0d9246a9fcdb8
nwis_07061290	nwis	07061290	E. Fk. Black R. bl Lower Taum Sauk Reservoir	37.4936111	-90.8383333	NAD83	725	NAVD88	ST	7666946	MAYBE2	556f28e1e4b0d9246a9fcdbc
nwis_07075250	nwis	07075250	S Fk Lit Red Riv us of Gulf Mt WMA nr Scotland, AR	35.54705	-92.7076667	NAD83	84.74	NAVD88	ST	11777377	MOST_SURE	556f285be4b0d9246a9fcc10
nwis_07075270	nwis	07075270	South Fork of Little Red River near Scotland, AR	35.5697222	-92.6219444	NAD83	NA	NA	ST	11777215	MOST_SURE	556f285ce4b0d9246a9fcc14
nwis_07076000	nwis	07076000	Little Red River near Heber Springs	35.5172222	-91.9972222	NAD83	261.78	NGVD29	ST	NA	NA	556f1d9ce4b0d9246a9fc0fb
nwis_07106000	nwis	07106000	FOUNTAIN CREEK NEAR FOUNTAIN, CO.	38.6016647	-104.6702503	NAD83	5355	NGVD29	ST	1530529	MOST_SURE	556f1dc7e4b0d9246a9fc196
nwis_07109500	nwis	07109500	ARKANSAS RIVER NEAR AVONDALE, CO.	38.24805799	-104.3991356	NAD83	4509.53	NGVD29	ST	952589	MOST_SURE	556f1dc8e4b0d9246a9fc19a
nwis_07143672	nwis	07143672	L ARKANSAS R AT HWY 50 NR HALSTEAD, KS	38.0286223	-97.540597	NAD83	1370.55	NGVD29	ST	21176300	MOST_SURE	556f1e5ce4b0d9246a9fc362
nwis_07144100	nwis	07144100	L ARKANSAS R NR SEDGWICK, KS	37.88306739	-97.4244864	NAD83	1340	NGVD29	ST	21177172	MOST_SURE	5716a838e4b0ef3b7ca996ed
nwis_07144780	nwis	07144780	NF NINNESCAH R AB CHENEY RE, KS	37.8625129	-98.0139449	NAD83	1456.05	NGVD29	ST	21159337	MOST_SURE	556f1e5ee4b0d9246a9fc366
nwis_07144790	nwis	07144790	CHENEY RE NR CHENEY, KS	37.72612305	-97.7942177	NAD83	NA	NA	LK	21161233	MAYBE2	556f28a4e4b0d9246a9fccf8
nwis_07164500	nwis	07164500	Arkansas River at Tulsa, OK	36.14064807	-96.0063866	NAD83	615.23	NGVD29	ST	369211	MOST_SURE	556f2902e4b0d9246a9fce30
nwis_07177500	nwis	07177500	Bird Creek near Sperry, OK	36.27842534	-95.954162	NAD83	579.43	NGVD29	ST	847292	MOST_SURE	556f1f53e4b0d9246a9fc681
nwis_07178200	nwis	07178200	Bird Ck at State Highway 266 near Catoosa, OK	36.2231514	-95.8194322	NAD83	545	NGVD29	ST	847450	MOST_SURE	556f2904e4b0d9246a9fce34
nwis_071912213	nwis	071912213	Spavinaw Creek near Colcord, OK	36.3225808	-94.6852238	NAD83	840.48	NAVD88	ST	21771121	MOST_SURE	556f2907e4b0d9246a9fce38
nwis_07191222	nwis	07191222	Beaty Creek near Jay, OK	36.35535924	-94.7763388	NAD83	783.52	NGVD29	ST	21770993	MOST_SURE	556f2909e4b0d9246a9fce3c
nwis_071948095	nwis	071948095	Mud Creek near Johnson, AR	36.1228083	-94.1625611	NAD83	NA	NA	ST	NA	NA	5580a13ee4b023124e8f01d1
nwis_07198000	nwis	07198000	Illinois River near Gore, OK	35.5731511	-95.0688458	NAD83	468	NGVD29	ST	402478	MOST_SURE	556f1f59e4b0d9246a9fc691
nwis_07239450	nwis	07239450	North Canadian River near Calumet, OK	35.6169933	-98.0653316	NAD83	1326.8	NGVD29	ST	391180	MOST_SURE	556f1f5ae4b0d9246a9fc695
nwis_07241000	nwis	07241000	North Canadian River blw Lk Overholser nr OKC, OK	35.47866848	-97.6633752	NAD83	1194.66	NGVD29	ST	393414	MOST_SURE	556f1f5be4b0d9246a9fc699
nwis_07241520	nwis	07241520	North Canadian River at Britton Rd at OKC, OK	35.5656147	-97.367258	NAD83	1109.4	NGVD29	ST	414275	MOST_SURE	556f1f5ce4b0d9246a9fc69d
nwis_07241550	nwis	07241550	North Canadian River near Harrah, OK	35.5003412	-97.1939194	NAD83	1055.69	NGVD29	ST	414203	MOST_SURE	556f290ae4b0d9246a9fce44
nwis_07257500	nwis	07257500	 Illinois Bayou near Scottsville, AR	35.46638889	-93.0411111	NAD83	488.54	NAVD88	ST	7770981	MOST_SURE	556f1d9ee4b0d9246a9fc0ff
nwis_07261090	nwis	07261090	Cypress Creek nr Birdtown, AR	35.2708333	-92.6302778	NAD83	410	NAVD88	ST	7817578	MOST_SURE	556f1d9fe4b0d9246a9fc103
nwis_07263296	nwis	07263296	Maumelle River near Wye, AR	34.87888889	-92.6855556	NAD83	NA	NA	ST	22846091	MOST_SURE	556f1da0e4b0d9246a9fc107
nwis_072632966	nwis	072632966	Lake Maumelle at State Hwy 10 near Wye, AR	34.87527778	-92.6538889	NAD83	NA	NA	ST	22848005	MOST_SURE	556f1da1e4b0d9246a9fc10b
nwis_072632995	nwis	072632995	Lake Maumelle at Natural Steps	34.86092316	-92.5021032	NAD83	NA	NA	LK	22848039	MAYBE2	556f285de4b0d9246a9fcc18
nwis_07332620	nwis	07332620	Bois D'Arc Ck at FM 1396 nr Honey Grove, TX	33.6822222	-95.9844444	NAD83	400	NGVD29	ST	8348635	MAYBE2	556f2017e4b0d9246a9fc925
nwis_07332622	nwis	07332622	Bois D'Arc Ck at FM 409 nr Honey Grove, TX	33.74416667	-95.9611111	NAD83	450	NGVD29	ST	8348819	MAYBE2	556f2019e4b0d9246a9fc929
nwis_07374000	nwis	07374000	Mississippi River at Baton Rouge, LA	30.44566667	-91.1915556	NAD83	0	NAVD88	ST	19088319	MAYBE2	556f1e9ce4b0d9246a9fc416
nwis_07381600	nwis	07381600	Lower Atchafalaya River at Morgan City, LA	29.69281939	-91.2119368	NAD83	-0.45	NAVD88	ST	15182073	MOST_SURE	556f1e9de4b0d9246a9fc41a
nwis_08041770	nwis	08041770	LNVA Canal at Beaumont, TX	30.1411111	-94.1744444	NAD83	36	NAVD88	ST-CA	1142886	MAYBE2	556f2963e4b0d9246a9fcf59
nwis_08048000	nwis	08048000	W Fk Trinity Rv at Ft Worth, TX	32.76096337	-97.3325167	NAD83	519.24	NGVD29	ST	1268410	MOST_SURE	556f201be4b0d9246a9fc931
nwis_08049500	nwis	08049500	W Fk Trinity Rv at Grand Prairie, TX	32.7625	-96.9944444	NAD83	405.3	NAVD88	ST	1269868	MAYBE2	556f201ce4b0d9246a9fc935
nwis_08052700	nwis	08052700	Little Elm Ck nr Aubrey, TX	33.28344977	-96.8927805	NAD83	534.76	NGVD29	ST	1278534	MOST_SURE	556f201de4b0d9246a9fc939
nwis_08052745	nwis	08052745	Doe Br at US Hwy 380 nr Prosper, TX	33.2192846	-96.8919475	NAD83	0	NGVD29	ST	1278616	MAYBE2	556f2964e4b0d9246a9fcf5d
nwis_08057000	nwis	08057000	Trinity Rv at Dallas, TX	32.7748517	-96.8219464	NAD83	368.02	NGVD29	ST	942030011	MOST_SURE	556f2020e4b0d9246a9fc941
nwis_08057055	nwis	08057055	Trinity Rv at Cedar Crest Blvd, Dallas, TX	32.7521361	-96.7825528	NAD83	388	NGVD29	ST	1260371	MOST_SURE	556f2965e4b0d9246a9fcf61
nwis_08057410	nwis	08057410	Trinity Rv bl Dallas, TX	32.70763139	-96.7358319	NAD83	365.89	NGVD29	ST	1260375	MOST_SURE	556f2022e4b0d9246a9fc949
nwis_08062500	nwis	08062500	Trinity Rv nr Rosser, TX	32.42652988	-96.4630415	NAD83	297.65	NGVD29	ST	1262531	MOST_SURE	556f2966e4b0d9246a9fcf65
nwis_08065350	nwis	08065350	Trinity Rv nr Crockett, TX	31.33851319	-95.6563407	NAD83	141.15	NGVD29	ST	1484774	MOST_SURE	556f2024e4b0d9246a9fc951
nwis_08067074	nwis	08067074	CWA Canal at Thompson Rd nr Baytown, TX	29.80674444	-95.0323972	NAD83	36	NAVD88	ST	1439175	MAYBE2	556f2025e4b0d9246a9fc955
nwis_08068000	nwis	08068000	W Fk San Jacinto Rv nr Conroe, TX	30.24465738	-95.4571616	NAD83	0	NAVD88	ST	1468280	MOST_SURE	556f2027e4b0d9246a9fc959
nwis_08068275	nwis	08068275	Spring Ck nr Tomball, TX	30.11993899	-95.6460559	NAD83	0	NAVD88	ST	1508047	MOST_SURE	556f2028e4b0d9246a9fc95d
nwis_08068400	nwis	08068400	Panther Br at Gosling Rd, The Woodlands, TX	30.192159	-95.4838288	NAD83	0	NAVD88	ST	1507967	MOST_SURE	556f2967e4b0d9246a9fcf69
nwis_08068500	nwis	08068500	Spring Ck nr Spring, TX	30.11049517	-95.4363275	NAD83	72.6	NGVD29	ST	1508043	MOST_SURE	556f2968e4b0d9246a9fcf6d
nwis_08069500	nwis	08069500	W Fk San Jacinto Rv nr Humble, TX	30.02716385	-95.2579888	NAD83	0	NAVD88	ST	1468442	MOST_SURE	556f202be4b0d9246a9fc969
nwis_08070200	nwis	08070200	E Fk San Jacinto Rv nr New Caney, TX	30.1454932	-95.1243756	NAD83	43.98	NGVD29	ST	1520083	MOST_SURE	556f202ce4b0d9246a9fc96d
nwis_08155500	nwis	08155500	Barton Spgs at Austin, TX	30.26354169	-97.7713947	NAD83	462.34	NGVD29	SP	5781893	MAYBE2	556f296ae4b0d9246a9fcf71
nwis_08171290	nwis	08171290	Blanco Rv at Halifax Rch nr Kyle, TX	30.00555556	-97.9525	NAD83	675	NAVD88	ST	1629555	MOST_SURE	556f202ee4b0d9246a9fc975
nwis_08180700	nwis	08180700	Medina Rv nr Macdona, TX	29.33495798	-98.689744	NAD83	589.86	NGVD29	ST	10835972	MOST_SURE	556f202fe4b0d9246a9fc979
nwis_08180850	nwis	08180850	Medina Rv at Applewhite Rd, San Antonio, TX	29.24685278	-98.5487944	NAD83	528	NGVD29	ST	10836406	MAYBE2	556f2031e4b0d9246a9fc97d
nwis_08181500	nwis	08181500	Medina Rv at San Antonio, TX	29.2641276	-98.4908493	NAD83	439.03	NGVD29	ST	10836092	MOST_SURE	556f296be4b0d9246a9fcf75
nwis_08181800	nwis	08181800	San Antonio Rv nr Elmendorf, TX	29.2221853	-98.3558463	NAD83	380	NGVD29	ST	10840572	MOST_SURE	556f2033e4b0d9246a9fc985
nwis_08188060	nwis	08188060	San Antonio Rv at SH 72 nr Runge, TX	28.84869444	-97.7371389	NAD83	188	NAVD88	ST	3839167	MOST_SURE	556f2034e4b0d9246a9fc989
nwis_08211200	nwis	08211200	Nueces Rv at Bluntzer, TX	27.93779594	-97.7758308	NAD83	0	NGVD29	ST	3171770	MOST_SURE	556f296ce4b0d9246a9fcf79
nwis_08317400	nwis	08317400	RIO GRANDE BELOW COCHITI DAM, NM	35.618	-106.3239444	NAD83	5226.08	NGVD29	ST	17834678	MOST_SURE	556f28efe4b0d9246a9fcdec
nwis_08371500	nwis	08371500	TCEQQW Rio Grande abv Rio Conchos nr Presidio, TX	29.6210127	-104.4810367	NAD83	2576.66	NGVD29	ST	309175	MAYBE2	556f2037e4b0d9246a9fc991
nwis_08374200	nwis	08374200	TCEQQW Rio Grande bl Rio Conchos nr Presidio, TX	29.51962973	-104.2865896	NAD83	2527.99	NGVD29	ST	281390	MOST_SURE	556f2038e4b0d9246a9fc995
nwis_08374510	nwis	08374510	Rio Grande Dws Santa Elena Canyon, BBNP, TX	29.1547222	-103.5977778	NAD83	2153	NAVD88	ST	291139	MOST_SURE	556f296de4b0d9246a9fcf7d
nwis_08374550	nwis	08374550	Rio Grande nr Castolon, TX	29.13798	-103.5249033	NAD83	3000	NGVD29	ST	291639	MOST_SURE	556f203be4b0d9246a9fc99d
nwis_08375300	nwis	08375300	Rio Grande at Rio Grande Village, Big Bnd NP, TX	29.1835386	-102.9754409	NAD83	1800	NGVD29	ST	291801	MAYBE2	556f203ce4b0d9246a9fc9a1
nwis_08377200	nwis	08377200	TCEQQW Rio Grande at Foster Rh nr Langtry, TX	29.78075694	-101.7559523	NAD83	1157.17	NGVD29	ST	285292	MOST_SURE	556f203de4b0d9246a9fc9a5
nwis_08412500	nwis	08412500	Pecos Rv nr Orla, TX	31.87262648	-103.8315824	NAD83	2730.86	NGVD29	ST	3210721	MOST_SURE	556f203fe4b0d9246a9fc9a9
nwis_08419000	nwis	08419000	Pecos Rv at FM 3398 nr Pecos, TX	31.4838611	-103.4901667	NAD83	2570	NAVD88	ST	NA	NA	5890eff5e4b072a7ac1102d1
nwis_08420500	nwis	08420500	Pecos Rv at Pecos, TX	31.43652327	-103.467395	NAD83	2552.88	NGVD29	ST	943070050	MAYBE2	556f296fe4b0d9246a9fcf81
nwis_08437710	nwis	08437710	Pecos Rv at RR 1776 nr Grandfalls, TX	31.3668055	-103.0059908	NAD83	2440	NAVD88	ST	3212475	MAYBE2	556f2041e4b0d9246a9fc9b1
nwis_08446500	nwis	08446500	Pecos Rv nr Girvin, TX	31.11320329	-102.4176419	NAD83	2269.65	NGVD29	ST	3213331	MOST_SURE	556f2043e4b0d9246a9fc9b5
nwis_08447000	nwis	08447000	Pecos Rv nr Sheffield, TX	30.65961373	-101.7701244	NAD83	2026.3	NGVD29	ST	332712	MOST_SURE	556f2044e4b0d9246a9fc9b9
nwis_08447018	nwis	08447018	Caroline Springs at Oasis Ranch, TX	30.46888889	-101.8030556	NAD83	2004	NAVD88	SP	3158031	MAYBE2	556f2045e4b0d9246a9fc9bd
nwis_08447300	nwis	08447300	Pecos Rv at Brotherton Rh nr Pandale, TX	30.314	-101.7415556	NAD83	1739.02	NAVD88	ST	333056	MAYBE2	556f2970e4b0d9246a9fcf85
nwis_08447410	nwis	08447410	Pecos Rv nr Langtry, TX	29.8029823	-101.4462223	NAD83	1133.08	NGVD29	ST	334022	MOST_SURE	556f2047e4b0d9246a9fc9c5
